rmat_tag,pdt_smiles
12000900,CCN(O)C1[13CH2]=C1C(=CC=CCO)CI.[13CH3]
12001100,CCN1C(O)C=CC=C(CI)C2=[13CH2]C21.O.[13CH3]
12001400,CCN=O.OC1C=CC=C(CI)C2=[13CH2]C21.[13CH3]
12003600,CCN=C([13CH2]=C1CC=CC=C1CI)OO.[13CH3]
12003700,CCN(O)C[13CH2]=C1C(CI)=CC=CC1O.[13CH3]
12003800,CCN(O)C1C=CC=C(CI)C1=[13CH2]C.O.[13CH3]
12003900,CCN1C2(O)[13CH2]=C3C(CI)=CC=CC31O2.[13CH3]
12004000,CCN=C1C=CC=C(CI)C1=[13CH2]C.O=O.[13CH3]
12004100,CCNO.ICC1=CC=CC2C[13CH2]=C12.O.[13CH3]
12004200,CCNC12[13CH2]=C3C(CI)=CC=CC31OO2.[13CH3]
12004300,CCNC12C=CC=C(CI)C1=[13CH2]C2.O=O.[13CH3]
12007800,CCN=O.C[13CH2]1=CC(CI)=CC=CCO1.[13CH3]
12007900,CCN1CC=CC=C(CI)C=[13CH2]2OC21O.[13CH3]
12008100,CCN1O[13CH2]2=CC(CI)=CC=CC(O)C21.[13CH3]
12008500,CCN1C23C=CC=C(CI)C4=[13CH2](O4)C12O3.[13CH3]
12008600,CCN.C[13CH2](O)=C1OCC=CC=C1CI.[13CH3]
12008700,CCN.ICC1=CC=CCC23OC1=[13CH2]2O3.[13CH3]
12008800,CCNO[13CH2]1=C(O)C(CI)=CC=CC=C1.[13CH3]
12009100,CCNC(C(=CC=CCO)CI)=[13CH2](C)O.[13CH3]
12009300,CCN1C2=[13CH2](OO)CC1C=CC=C2CI.[13CH3]
12009400,CCN1C2=C(O)C=CC=C(CI)C1=[13CH2]2O.[13CH3]
12010100,CCN(O)CC=CC=C(CI)C1=[13CH2](O)C1.[13CH3]
12010300,CCNC1C=CC=C(CI)C2=[13CH2](OO)C21.[13CH3]
12011600,CCNC12C=CC=C(CI)C1=[13CH2](O)C2.O.[13CH3]
12011700,CCNC1=C2C=CC=C(CI)C2=[13CH2]1OO.[13CH3]
12013300,CCN=O.C[13CH2]1=CC(CI)=CC=CCO1.[13CH3]
12013400,CCNC1C=CC=C(CI)C=[13CH2](C)O1.O.[13CH3]
12013500,CCNO[13CH2]1=CC(CI)=CC=CCC1.O.[13CH3]
12013600,CCN1O[13CH2]2=CC(CI)=CC=CC1C2O.[13CH3]
12013900,CCNCC=CC=C(CI)C1=[13CH2](C)OO1.[13CH3]
12014000,CCNO[13CH2]1=C2OC(C=CC=C2CI)C1.[13CH3]
12014100,CCNC1=C2C=CC=C(CI)C(=[13CH2]1O)O2.[13CH3]
12014600,CCN1C[13CH2]2=C1C(CI)=CC=CC(=O)O2.[13CH3]
12015600,CCN1C2C=CC=C(CI)C3=[13CH2](OO2)C31.[13CH3]
12015800,CCNC12C=CC=C(CI)C3=[13CH2](O1)C32O.[13CH3]
12016700,CCN.C[13CH2](OO)=C1CC=CC=C1CI.[13CH3]
12016900,CCN1C[13CH2]2=C3C(CI)=CC=CC31O2.O.[13CH3]
12017000,CCNC12O[13CH2]1=C1C(CI)=CC=CC12.O.[13CH3]
12018700,CC=CC=C(C=[13CH2](C=O)NCC)CI.O.[13CH3]
12018800,CCN1OCC=CC=C(CI)C=[13CH2]1CO.[13CH3]
12018900,CCN1CC=CC=C(CI)C=[13CH2]1COO.[13CH3]
12019000,CCN1C(=O)C=CC=C(CI)C=[13CH2]1CO.[13CH3]
12019100,CCN1[13CH2]2=CC(CI)=CC=CCC21OO.[13CH3]
12019800,CCN1C2C=CC=C(CI)C(O)=[13CH2]1C2=O.[13CH3]
12020900,CCN1C2=[13CH2]1COCC=CC=C2CI.O.[13CH3]
12021900,CCN1[13CH2]2=C3C(CI)=CC=CCOC321.O.[13CH3]
12022100,CCN(O)[13CH2]1=C2C(CI)=CC=CCC21.O.[13CH3]
12022300,CCN[13CH2]1=C2C(CI)=CC=CC(O)=C21.O.[13CH3]
12023600,CCN(O)[13CH2](C)=C1C(CI)=CC=CC1O.[13CH3]
12024100,CCN(O)[13CH2]1=C2C(CI)=CC=CC2=C1O.[13CH3]
12026300,CCNC1=[13CH2]=CC(CI)=CC=CCO1.O.[13CH3]
12026400,CCN.O=CC=CC=C(C=[13CH2]=CO)CI.[13CH3]
12026800,CCN.OC1=[13CH2]=CC(CI)=CC=CC1O.[13CH3]
12027000,CCN.ICC1=CC=CC=C=[13CH2]=C1.OO.[13CH3]
12027400,CCNC1(O)C=CC=C(CI)C2=[13CH2]=C1O2.[13CH3]
12027700,C=[13CH2]=C1OC(=O)C=CC=C1CI.CCN.[13CH3]
12027900,CCN.ICC1=CC=CC23OC1=[13CH2]=C2O3.[13CH3]
12028000,CCN1OC2=C=[13CH2]=C(O1)C(CI)=CC=C2.[13CH3]
12028800,CCN1C2=[13CH2]=C(OO)C1C=CC=C2CI.[13CH3]
12029900,CCNCC=CC=C(CI)C1=[13CH2]=C1.O.O.[13CH3]
12030000,CCNC(=O)C=CC=C(CI)C1=[13CH2]=C1O.[13CH3]
12030100,CCN(O)O.ICC1=CC=CCC2=[13CH2]=C12.[13CH3]
12031100,CCNOC1C=CC=C(CI)C1=[13CH2]=C=O.[13CH3]
12031300,CCN1OC12C=CC=C(CI)C2=[13CH2]=C=O.[13CH3]
12031400,CCN=C1C=CC=C(CI)C1=[13CH2]=C=O.O.[13CH3]
12031500,CCNC1=[13CH2]=C2C(CI)=CC=CC12.O.O.[13CH3]
12031600,CCN1OC2=[13CH2]=C3C(CI)=CC=CC231.O.[13CH3]
12033800,CCNC=O.ICC1=CC=CC[13CH2]=C1.O.[13CH3]
12033900,CCN=COC1C=CC=C(CI)C=[13CH2]1.O.[13CH3]
12034000,CCN.COC1(O)C=CC=C(CI)C=[13CH2]1.[13CH3]
12034100,CCN(OCO)C1C=CC=C(CI)C=[13CH2]1.[13CH3]
12034300,C=O.CCN=C1C=CC=C(CI)C=[13CH2]1.O.[13CH3]
12034400,CC1C=CC=C(CI)C=[13CH2]1.CCNOO.[13CH3]
12035200,CCNCOC1C=CC=C(CI)C(O)=[13CH2]1.[13CH3]
12035300,C.CCNC12C=CC=C(CI)C(=[13CH2]1)OO2.[13CH3]
12036000,C=NCC.ICC1=CC=CC2[13CH2]=C1OO2.[13CH3]
12036100,C.CCNC1(O)C=CC=C(CI)C(O)=[13CH2]1.[13CH3]
12037100,CCN(COO)C1=[13CH2]CC=CC=C1CI.[13CH3]
12037200,CCN1OCOC2C=CC=C(CI)C1=[13CH2]2.[13CH3]
12039200,CCNO.OCC1=[13CH2]CC=CC=C1CI.[13CH3]
12039400,CCNOC1(O)C=CC=C(CI)C(C)=[13CH2]1.[13CH3]
12039500,CCN(O)C1C=CC=C(CI)C(C=O)=[13CH2]1.[13CH3]
12039800,CCN1OC2(O1)C1=[13CH2]C2C=CC=C1CI.[13CH3]
12039900,CCNOC12C=CC=C(CI)C(=[13CH2]1)C2O.[13CH3]
12042900,C.CCN.OOC12C=CC=C(CI)C1=[13CH2]2.[13CH3]
12043300,CCN(O)C(=O)C12C=CC=C(CI)C1=[13CH2]2.[13CH3]
12046200,CCNOC1C=CC=C(CI)C=[13CH2]1OC.[13CH3]
12046300,CCN(OC)C12C=CC=C(CI)C=[13CH2]1O2.[13CH3]
12046500,CCN=C1OC12C=CC=C(CI)C=[13CH2]2O.[13CH3]
12046900,CCN=C=C1C=CC=C(CI)C2=[13CH2]1O2.O.[13CH3]
12047100,CC12C=CC=C(CI)C(=[13CH2]1O)O2.CCN.[13CH3]
12047500,CCN(C)C1=[13CH2]2OC2(O)C=CC=C1CI.[13CH3]
12047600,CCN1O[13CH2]2=C1C(CI)=CC=CC2CO.[13CH3]
12048400,CCN(O)C1O[13CH2]2=C1C(CI)=CC=CC2.[13CH3]
12048600,CCN=C1C=CC=C(CI)C(C=O)=[13CH2]1O.[13CH3]
12048700,CCN.O[13CH2]1=C2C(CI)=CC=CC13OC23.[13CH3]
12050000,CCNO[13CH2]1=C2C(CI)=CC=CC21.CO.[13CH3]
12051600,CCN(C)O[13CH2]1=CC(CI)=CC=CC1.O.[13CH3]
12051700,CCN.COC12C=CC=C(CI)C=[13CH2]1O2.[13CH3]
